cty,bii_crop,n_crop,bii_urban,n_urban,bii_past,n_past,bii_plant,n_plant,bii_natural_combined,n_natural,natfor,other,bii_natfor,bii_other,natfor_capped
SYR,0.5705682239090992,443019,0.3381691585317976,14208,0.6563228737652287,207868,0.5539854298049134,22268,0.756733841145379,456256,232.84,4064.341,0.8357835571948771,0.7522052014753894,False
TCD,0.6515176938915328,383141,0.3916888053075778,2053,0.711003082426848,1673021,0.6961056991789304,349189,0.9148097797917994,4236512,4102.936,71459.024,1.0,0.9099184448452131,True
TGO,0.5901372685513379,85831,0.2564732288172589,2010,0.6208857947063948,66177,0.6035957788200396,84884,0.6941274453155858,55474,1144.648,406.7,0.7128145270106823,0.641533074309614,False
THA,0.5873075508985209,1054392,0.3780445179517807,96790,0.6144036514138101,39209,0.5886941509690521,611387,0.7161127802607498,875402,16367.944,7389.456,0.7391016560072226,0.6651914904065003,False
TJK,0.593804827107135,80800,0.3412554666819985,12807,0.6798993071402261,264228,0.5229185201073694,14904,0.8149419361833892,538482,306.468,9598.9,0.9023888691614897,0.8121499822453407,False
TKM,0.6225464724672333,196574,0.3995786458452502,15003,0.7264510918147036,2122528,0.5799745066208882,3663,0.7971687994223264,697486,2180.0,4871.3,0.8563270535904235,0.7706943482313812,False
TLS,0.6451782723874699,13915,0.3961831778997466,210,0.6413799688159203,12250,0.656561537453756,21105,0.6762628319112549,27490,1045.992,87.878,0.6815449904186686,0.6133904913768017,False
TUN,0.5779741446901302,252819,0.3110717443062079,11267,0.6149439025440607,139697,0.5749323865498541,40734,0.7991213427254047,494231,540.57,5138.802,0.8786205755814126,0.7907585180232714,False
TUR,0.6028237205380581,2247412,0.3167241567844516,70591,0.6605098202738449,966441,0.5947885554134168,311757,0.6666956719103986,1403724,21612.566,16536.56,0.6969044977736815,0.6272140479963133,False
TZA,0.629718562577222,999187,0.3629261084680099,7688,0.6727636425807693,1136018,0.6646930405547402,622151,0.772757865456584,1731729,44722.97,3782.8,0.7788317090196892,0.7009485381177203,False
UGA,0.5767495421206685,211905,0.2776157016547016,5289,0.6294596946929489,463695,0.6016458799960895,231708,0.7079837544374508,112352,2005.076,3156.938,0.7541024739097271,0.6786922265187544,False
UKP,0.5444384842725707,661893,0.2709777110803301,123302,0.621252147020966,1116661,0.4715582421049475,16,0.5963621196415487,180700,344.0,3451.5253,0.6560182519238711,0.590416426731484,False
UKR,0.5906286004907446,2924386,0.3820778820409854,245015,0.6093504978793544,412935,0.5990912857400885,311693,0.6281211990434054,643412,5090.0,6110.0,0.6643646642068316,0.5979281977861485,False
URY,0.6613798501477194,206644,0.3360013313080368,6137,0.7001835755158138,741051,0.6713134558360419,20483,0.7034222863835233,76135,847.32,1481.576,0.7512122265877658,0.6760910039289892,False
USA,0.6344458231459711,17212195,0.2981105187758393,1107939,0.7103041971633581,14641438,0.5692519124057265,419680,0.8032885743302758,34435714,281728.8,169870.6273,0.834685549002042,0.7512169941018377,False
UZB,0.5754446136094807,442805,0.3187716439534733,72297,0.7103399446331955,1498583,0.5213117938314416,57448,0.8010029404173411,742283,1440.384,14644.662,0.881235171176193,0.7931116540585738,False
VEN,0.6482537888268599,261136,0.3164178359629608,24168,0.6900089462810226,1533672,0.6470269792279998,163687,0.8947971996264523,2630508,46218.454,19419.592,0.9220776769877214,0.8298699092889492,False
VNM,0.5596076159914529,648325,0.3278271268386177,62745,0.5845156944972241,45042,0.5543196922205357,261824,0.6926568391000707,700118,10960.658,4283.108,0.712681360849522,0.6414132247645699,False
VUT,0.7914913331936467,2199,0.6385250794036048,42,0.7815653174831754,1050,0.8012014361715502,8521,0.9019244212691,44655,898.634,115.024,0.9122764020026364,0.8210487618023727,False
YEM,0.5745503731251388,92012,0.3412494764778946,5451,0.6576106081730035,527727,0.5578143205165008,14791,0.8503335778957251,1737935,384.3,28796.0,0.9434345436840321,0.8490910893156289,False
ZAF,0.629922642826786,1001854,0.2897323466009616,63346,0.6919777428743005,4762449,0.6054672870085197,76518,0.7516955684901933,1144337,20166.014,2436.844,0.759888021702784,0.6838992195325057,False
ZMB,0.6644333327201134,436835,0.3141812068105872,5704,0.6974169993883484,835964,0.6779886600633013,403707,0.7908220946792062,2184760,45208.602,5237.086,0.799118246735499,0.7192064220619492,False
ZWE,0.6421612653836827,573731,0.2665507726155234,4552,0.666672981565084,476022,0.6557929089574329,175215,0.70735649495752,848147,13652.318,8533.1221,0.735651653184703,0.6620864878662328,False
