cty,bii_crop,wsum_crop,bii_urban,wsum_urban,bii_past,wsum_past,bii_plant,wsum_plant,bii_prim,wsum_prim,bii_secd,wsum_secd,bii_natural_combined,wsum_natural_combined,natfor,other,bii_natfor,bii_other,natfor_capped
CMR,0.6365996956598762,14566.079955779016,0.3215786009822486,327.03999903053045,0.6314435509005959,7615.679987169802,0.6443120273044433,8222.399958483875,0.8608686499970799,41280.59993442893,0.6907459685058575,22575.399964042008,0.8007241439441752,63855.99991729856,19489.944,17805.0274,0.8408681074066644,0.756781296665998,False
COD,0.6652052843489306,40802.87983378768,0.3899110661877989,522.5599963068962,0.6910717669768774,40920.15994742513,0.645521429482549,17688.599874794483,0.8962897652502528,253284.7597214058,0.7087054732391056,115443.23982284965,0.8375599198883815,368727.9996856228,140198.946,52503.1987,0.8610190539549271,0.7749171485594344,False
COG,0.7095651328494542,3074.999980226159,0.3674715259474552,96.79999941587448,0.7178037498325333,19280.83997611701,0.7087220181178419,1154.1599874943497,0.9012207490930184,40681.91996960342,0.7565492431438893,4808.519977018237,0.8859283969709758,45490.43996340037,21723.7,1679.6,0.8923324579210306,0.8030992121289275,False
COL,0.6662348875160263,10844.75993103534,0.3345701974940239,685.8399972692132,0.6804258657610118,87390.67990150303,0.6683872777788702,6735.4399432986975,0.942131606168502,105565.27992151678,0.7328258792341722,19454.11994333565,0.9095617912578996,125019.39991262557,59449.426,7945.6707,0.9204131741444734,0.8283718567300261,False
CRB,0.5932057419886552,1142.2399944216013,0.3317518285416262,494.5599986091256,0.5506918866068383,390.9999986588955,0.5558705191789932,919.1999957859516,0.8080673814381769,1285.6799967586994,0.6756221629442584,2286.2799960896373,0.723294076591291,3571.959993734956,1452.832,1164.165,0.7569676035453283,0.6812708431907956,False
CRI,0.6206890968376753,1898.1199933886528,0.2514796618487733,102.11999974399804,0.6222340703920806,2462.83999658376,0.6321875277369151,1341.7999905720353,0.8483023886252997,2084.3999947682023,0.6591442644090227,2495.07999471575,0.7452416366867531,4579.479991927743,2918.8,427.9544,0.7548945845999832,0.6794051261399848,False
CUB,0.5993917590271217,6527.399985171855,0.3363860510727536,279.47999922931194,0.6292300170801612,5933.119991913438,0.5884245353934775,5426.399986721575,0.7805391329655853,1806.9199928715825,0.6489550140062766,3050.71999116987,0.6979009993715665,4857.639984369278,2961.694,365.38,0.7056504683684224,0.6350854215315802,False
CYP,0.5614047920723975,771.6799984648824,0.3648790006972327,236.8799994215369,0.5537974811166924,11.519999861717224,0.6064928869469305,203.4799983724952,0.6899019943061871,17.11999987065792,0.601839243068246,995.2399992346764,0.6033284705098162,1012.3599990680814,139.502,629.532,0.657120413117091,0.591408371805382,False
CZE,0.545819522996658,14119.599983483551,0.3647480909904208,1620.1199943125248,0.581450758478134,2491.319990955293,0.5621137761189016,385.31999315321445,0.6751763801581359,9.679999880492687,0.5958951107047654,5856.879992485046,0.5960259271754279,5866.559992156923,460.86,1256.686,0.6430783847527752,0.5787705462774977,False
DEU,0.5350531932792393,54811.5599340871,0.338360366500853,12700.639970704911,0.5666657001306981,13615.399960882962,0.5247354589933272,544.9199891015887,0.6484985042957739,12.519999794662,0.5690587973065435,32450.4799650833,0.5690894348047557,32462.99996457994,5731.1,5236.8,0.5976239500886692,0.5378615550798023,False
DJI,0.6445397209707696,212.71999910473824,0.2738842742601851,7.199999943375588,0.6800219106407939,2646.4799982085824,,0.0,0.8024530208481928,75.71999967843294,0.6840884229503058,1433.5999981984496,0.6900265721424204,1509.3199979066849,5.6,608.31,0.7659199009616227,0.6893279108654604,False
DNK,0.557064582141403,10265.759989075365,0.3752109103968934,1409.3999965637922,0.5898999350463668,793.47999420017,0.5679084484064859,76.15999860316515,0.7281227111816406,0.4000000059604645,0.5798781001986851,2247.479995675385,0.579904479652926,2247.8799956962466,206.66,747.32,0.6291936694758457,0.566274302528261,False
DOM,0.5961053374832369,1839.439993686974,0.2821638098443091,168.9599993750453,0.6049170865234376,3492.679995626211,0.6042854168774178,2008.319992609322,0.8154338174203825,520.039998665452,0.6448266919900263,2125.319996237755,0.6783656165678363,2645.3599938750267,2018.186,62.7366,0.6804169685590011,0.612375271703101,False
DZA,0.5582475225893818,23843.27997495979,0.3229381189448971,972.679996021092,0.6637123023892275,39514.91997949779,0.5450598899168908,2548.1999836042523,0.942755090786505,383578.7600157186,0.7426491152798603,80782.1200196147,0.9079438359652556,464360.8799115494,1423.92,195202.944,1.0,0.9072723265586539,True
ECU,0.6100116066830616,7333.599981218576,0.2955223456525125,446.51999843120575,0.618515208803925,9420.159983880818,0.6241955450312076,2913.199983619153,0.9001607063205889,22694.43997643888,0.6842002312482405,7206.599983535707,0.8481109864216682,29901.039972007275,12310.17,6935.064,0.8798153327594045,0.7918337994834641,False
EGY,0.4852897735818237,7373.519985601306,0.2840469583613077,1276.4799962565305,0.6036161419596486,304.8399985283613,0.5011371362958786,2786.239986591041,0.9315069993030948,178050.12003920227,0.7156965462214658,35551.840001381934,0.8955875784602929,213601.9599495083,0.7,95509.914,0.9950964990569391,0.8955868491512452,False
ERI,0.6289874701477952,2822.7199937701225,0.405433733836071,19.799999959766865,0.6987453483894557,11874.67998932302,0.6942197582152749,168.79999815672636,0.8779645498640274,1726.1599974930286,0.7075687088201029,8194.279996730387,0.7372176442142513,9920.439991988242,1455.964,3059.88,0.7908013659657389,0.711721229369165,False
ETH,0.618485565059349,53901.87987240404,0.3593652464060217,395.159998036921,0.685163362415552,45564.51994357258,0.6205586927210244,24108.39992678165,0.8351688493422936,35843.63989774883,0.6955660151297804,71577.63990576565,0.7421477886152599,107421.27982643248,25876.52,47317.439,0.7934410934922553,0.7140969841430298,False
FJI,0.6864325872352804,234.87999792397025,0.4824254842780738,21.719999819993973,0.6725744469912267,428.4399995133281,0.7000940579175366,547.3599966466427,0.8559634128960175,1667.9199977889657,0.7378759576558414,572.279997214675,0.8257968703955272,2240.1999950632453,907.07,397.328,0.8517414618115412,0.766567315630387,False
FNP,0.6366927472676299,36831.7999573797,0.3243723216929491,313.63999903202057,0.6448785744111754,77.79999846965075,0.5352619634257505,29.079999446868896,0.8507709322111263,38551.03993663192,0.6883369047178981,73017.7199876383,0.7444637334930584,111568.75994314252,14707.05,5583.77,0.7655301278628105,0.6889771150765295,False
FRP,0.5570208359589215,77225.59988357127,0.3532115839949814,9822.3599762246,0.6088615378882349,30197.67994454503,0.5647174925810218,3440.959974512458,0.7524724705774992,462.3199971392751,0.6021149317301698,39219.31996238232,0.6038667065247392,39681.63995637745,15131.0,7956.1851,0.6254195896450915,0.5628776306805824,False
